question_id,producer,method,faithfulness,accuracy,completeness,clarity,safety_flag,weighted,reason,judge_model,prompt_tokens,completion_tokens,cost_usd,ts
sgh-pi-001-q037,ft-local-large,finetuned,1,1,2,5,False,1.6,"The document states walk-in registration is at the OPD Registration Desk, Ground Floor, Block A, but the answer invents 'Reception Desk on Level 1', contradicting the source.",claude-sonnet-5,3024,108,0.005346,2026-07-14T19:00:31+00:00
sgh-faq-006-q022,prompt-gpt,prompting,3,2,3,5,False,2.9,"The document states the hospital does not withhold medical care for outstanding balances but withholds discharge documentation and prescriptions until settlement, and refers unpaid balances to recovery after 60 days—details the answer omits and instead invents unsupported claims about elective procedures requiring pre-payment and 'ethical standards.'",claude-sonnet-5,4180,152,0.00741,2026-07-14T19:00:31+00:00
sgh-faq-002-q011,prompt-gpt,prompting,2,1,2,4,False,1.9,"The document states same-day appointments are available for General Medicine and Paediatrics, with specialist availability depending on session, but the answer gives vague generic advice and never mentions these specifics; it also fabricates a phone number (+94 11 2 345 678) that does not match the document's 0112-456-789 and invents unmentioned details about A&E 24/7 operation.",claude-sonnet-5,3596,164,0.006624,2026-07-14T19:00:31+00:00
sgh-lab-001-q047,ft-local-large,finetuned,1,1,2,4,True,1.5,"The document explicitly states abdominal ultrasound requires a 4-hour fast plus a full bladder, but the answer claims no fasting is required and invents a specific water volume not in the document, directly contradicting the source and risking improper patient preparation.",claude-sonnet-5,3203,127,0.005757,2026-07-14T19:00:31+00:00
sgh-faq-004-q001,ft-local-medium,finetuned,1,1,2,3,False,1.4,"The document lists General Ward, Semi-Private Ward, Private Room, and Premium Suite (plus non-elective ICU/HDU), but the answer invents different categories like 'single rooms', 'double rooms with en-suite', and 'neonatal ICU' that are not in the document, and omits the actual named categories (Semi-Private Ward, Premium Suite).",claude-sonnet-5,3629,169,0.006711,2026-07-14T19:00:31+00:00
sgh-faq-006-q010,prompt-gemini,prompting,1,1,2,5,False,1.6,"The document specifies raising billing queries at the Billing Desk (Block B, Ground Floor), review by a senior billing officer with same-day or 24-hour resolution, and refunds within five working days, but the candidate invents a fictitious 24/7 lobby desk, a phone number, hotline extension, email address, and a 3-5 business day timeframe not found anywhere in the source.",claude-sonnet-5,4408,175,0.0079245,2026-07-14T19:00:31+00:00
sgh-ip-001-q026,ft-local-small,finetuned,1,1,1,4,False,1.3,"The document states settlement of any outstanding balance IS required before the discharge letter is released, but the answer says 'No' and fabricates an unrelated process about patients presenting bank details to collect balances, directly contradicting the source.",claude-sonnet-5,3064,119,0.0054885,2026-07-14T19:00:31+00:00
sgh-pi-001-q032,ft-local-small,finetuned,5,5,5,5,False,5.0,"The document states patients requiring sign language interpretation are requested to notify Patient Services at least 24 hours in advance, matching the answer exactly.",claude-sonnet-5,3018,98,0.005262,2026-07-14T19:00:31+00:00
sgh-faq-006-q004,prompt-gpt,prompting,1,1,2,4,False,1.5,"The document states most basic health insurance plans in Sri Lanka cover inpatient treatment only and outpatient coverage depends on having a separate outpatient rider, but the answer falsely claims most major insurers cover outpatient consultations and invents a phone number (+94 11 2 123 456) and 'international insurance plans' not mentioned in the document, while the correct Insurance Desk extension (Ext. 1200) is omitted.",claude-sonnet-5,4244,188,0.007776,2026-07-14T19:00:31+00:00
sgh-ph-001-q002,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document states the formulary contains 'over 4,000 medication lines,' but the answer fabricates a figure of 1,000 to 1,200 items and invents references to NPRA guidelines and WHO Model List that are not in the source.",claude-sonnet-5,3109,126,0.0056085,2026-07-14T19:00:31+00:00
sgh-opd-001-q010,rag-gpt,rag,5,3,1,5,False,3.6,"The document explicitly states Cardiology's estimated wait for booked appointments is 30 to 60 minutes, but the candidate incorrectly claims this information is not available, resulting in an unanswered question despite not inventing false content.",claude-sonnet-5,3273,125,0.005847,2026-07-14T19:00:31+00:00
sgh-opd-001-q010,ft-local-large,finetuned,1,1,2,5,False,1.6,"The document states Cardiology's estimated wait for booked patients is 30 to 60 minutes, not 15 minutes as the answer claims.",claude-sonnet-5,3237,93,0.005553,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,prompt-llama3.1-8b,prompting,1,1,2,4,False,1.5,"The document lists Serology as Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, and Widal, but the answer invents an entirely different list (blood grouping, Rh typing, RPR syphilis test, malaria microscopy, HBsAg/anti-HBc) not found in the source.",claude-sonnet-5,3389,153,0.006231,2026-07-14T19:00:31+00:00
sgh-er-001-q016,ft-local-small,finetuned,1,1,2,4,True,1.5,"The document states the paediatric bay is within AEC on the Kirula Road side, marked by a blue floor line, staffed 24/7 by a paediatric registrar, with no mention of 'main floor of ED' or '100m walk-in access to the paediatric ward,' which appears fabricated and could misdirect patients seeking urgent paediatric care.",claude-sonnet-5,3137,161,0.005913,2026-07-14T19:00:31+00:00
sgh-pi-001-q021,ft-local-large,finetuned,1,1,3,5,False,1.8,"The document states the paid multi-storey facility charges LKR 50 per hour, not 'Rs 100 per day' as the answer claims, contradicting the source.",claude-sonnet-5,3016,99,0.0052665,2026-07-14T19:00:31+00:00
sgh-faq-004-q008,prompt-gpt,prompting,2,2,3,5,False,2.5,"The document specifies meal times (7:30am, 12:30pm, 6:30pm) and specific diet types (diabetic, low-sodium, low-fat, vegetarian, vegan, halal, soft/pureed), none of which match the answer's vague description, and it invents unsupported details like a 'dietitian' and 'gluten-free' diets while omitting the requirement to notify the ward nurse specifically and the Premium Suite extended menu detail.",claude-sonnet-5,3743,195,0.007077,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,prompt-qwen3.5-9b,prompting,2,2,3,4,True,2.4,"The document only states that anticoagulants (warfarin, aspirin), antidiabetics (including insulin), and some antihypertensives commonly need adjustment and instructs patients not to stop any medication without explicit instruction from the surgeon or pre-anaesthesia team; the candidate invents specific timing details (e.g., warfarin stopped 4-5 days prior, DOACs 24-48 hours, clopidogrel 5-7 days) that are not in the source document and could mislead patients into self-adjusting medications, contradicting the document's explicit caution against doing so.",claude-sonnet-5,4153,238,0.0080145,2026-07-14T19:00:31+00:00
sgh-su-001-q048,ft-local-medium,finetuned,1,1,2,4,False,1.5,"The document explicitly states costs cover surgeon's fee, anaesthetist's fee, theatre charges, and standard consumables, while pre-operative investigations, post-operative medication, and physiotherapy are billed separately \u2014 the exact opposite of what the answer claims about pre-op investigations and post-op medication being included.",claude-sonnet-5,3220,159,0.0060225,2026-07-14T19:00:31+00:00
sgh-er-001-q002,rag-llama3.1-8b,rag,1,1,1,4,True,1.3,"The document explicitly lists conditions requiring immediate AEC attendance (chest pain, stroke symptoms, severe bleeding, etc.) under 'CONDITIONS REQUIRING IMMEDIATE AEC ATTENDANCE', but the answer falsely claims this information is absent, which could cause a patient to delay seeking emergency care.",claude-sonnet-5,3184,169,0.0060435,2026-07-14T19:00:31+00:00
sgh-opd-001-q041,rag-llama3.1-8b,rag,5,3,1,5,False,3.6,"The document clearly lists Oncology clinic days as Tue, Thu from 10:00 am to 2:00 pm, but the answer incorrectly claims this information is unavailable, leaving the question unanswered.",claude-sonnet-5,3251,120,0.0057765,2026-07-14T19:00:31+00:00
sgh-su-001-q054,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The document explicitly states patients should bring a complete list of current medications, including herbal preparations and dietary supplements, to the pre-anaesthesia assessment, matching the answer exactly.",claude-sonnet-5,3205,112,0.0056475,2026-07-14T19:00:31+00:00
sgh-ph-001-q007,ft-llama3.1-8b,finetuned,1,1,3,5,False,1.8,"The document states the Main Pharmacy is in Block B, Ground Floor, open 24 hours 7 days a week, but the answer wrongly places it in Block A near Surgical Wards (which describes the OPD/Satellite locations) with incorrect hours of 7am-8pm.",claude-sonnet-5,2912,140,0.005418,2026-07-14T19:00:31+00:00
sgh-faq-003-q007,ft-llama3.1-8b,finetuned,1,1,2,4,False,1.5,"The document only states that one responsible adult must accompany the patient, remain on hospital premises until discharge from recovery, and be primary contact, plus be available to drive for day-case; the answer invents specific details (age 18+, seated at all times, children under 12 barred, waiting at Surgical Admissions Desk) that are nowhere in the source.",claude-sonnet-5,3769,157,0.006831,2026-07-14T19:00:31+00:00
sgh-er-001-q015,rag-llama3.1-8b,rag,5,3,1,4,False,3.5,"The document explicitly states non-urgent concerns should go to OPD or the Nurse Advice Line at Ext. 1199, but the answer incorrectly claims this information is absent.",claude-sonnet-5,3126,110,0.005514,2026-07-14T19:00:31+00:00
sgh-fin-001-q002,ft-local-large,finetuned,1,1,2,4,False,1.5,"The document states bills are itemised by ward accommodation, consultant fees, nursing procedures, theatre charges (surgeon/anaesthetist/theatre room/disposables), pharmacy, investigations, and OPD charges, with disputes raised at the Billing Desk before discharge; the answer invents unsupported claims about mailing addresses and a 10-day delivery window and omits the actual itemisation categories.",claude-sonnet-5,3493,182,0.0066045,2026-07-14T19:00:31+00:00
sgh-lab-001-q009,rag-llama3.1-8b,rag,5,3,1,5,False,3.6,"The document explicitly lists Microbiology Cultures examples as Urine, blood, wound, sputum with a 24 to 72 hour turnaround, but the candidate incorrectly claims this information is not present.",claude-sonnet-5,3214,115,0.0056835,2026-07-14T19:00:31+00:00
sgh-su-001-q053,prompt-gemini,prompting,1,1,2,5,True,1.6,"The document specifies reporting to the Surgical Admissions Desk, Level 6, Block C at the time stated in the confirmation letter with NIC/passport, investigation folder, and insurance documentation, but the answer invents a fictitious 'Admissions and Day Surgery Lounge on the 2nd Floor of the Main Wing', a fabricated '2 hours prior' arrival rule, a 'Pre-Admission Booklet' not mentioned, and omits the requirement to bring a responsible adult and investigation folder, all unsupported by the source.",claude-sonnet-5,3514,230,0.006996,2026-07-14T19:00:31+00:00
sgh-fin-001-q020,prompt-llama3.1-8b,prompting,1,1,2,4,False,1.5,"The document states pre-authorisation ordinarily takes one to three working days, not 24 hours, and there is no mention of a '2 working days prior to admission' insurance card requirement; both are fabricated.",claude-sonnet-5,3594,112,0.006231,2026-07-14T19:00:31+00:00
sgh-faq-005-q014,prompt-qwen3.5-9b,prompting,4,5,4,5,False,4.4,"The document states 'For imaging such as CT, MRI, and ultrasound, a medical referral is required in all cases,' which the answer correctly conveys, though the instruction to bring the original referral to Radiology upon arrival is an unsupported addition not found in the document.",claude-sonnet-5,3665,133,0.006495,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,ft-local-large,finetuned,1,1,3,5,False,1.8,"The document states Paediatrics hours are Mon to Sun, 8:00 am to 6:00 pm, but the answer states 8:00 am to 5:00 pm, which is incorrect and does not match any entry in the schedule.",claude-sonnet-5,3241,122,0.0057765,2026-07-14T19:00:31+00:00
sgh-su-001-q037,rag-gpt,rag,5,3,1,5,False,3.6,"The document clearly lists Caesarean Section under Gynaecology with a typical stay of 3 to 4 days, yet the candidate wrongly claims this information is absent.",claude-sonnet-5,3172,103,0.0055305,2026-07-14T19:00:31+00:00
sgh-ip-001-q013,ft-llama3.1-8b,finetuned,2,2,2,5,False,2.3,"The document lists Premium Suite inclusions as attached bathroom with bathtub, kitchenette, sofa bed, premium meal menu, complimentary Wi-Fi, and dedicated ward nurse; the answer omits kitchenette, sofa bed, premium meal menu, and dedicated ward nurse, incorrectly attributes mini-refrigerator and overnight companion (which are Private Room features, not confirmed for Premium Suite), and invents 'priority access to restaurant' which is not mentioned anywhere in the document.",claude-sonnet-5,3077,229,0.006333,2026-07-14T19:00:31+00:00
sgh-fin-001-q017,rag-llama3.1-8b,rag,3,4,5,5,False,3.9,"The content about online payment via the patient portal for deposits and outstanding balances matches the table, but the citation 'SGH-FAQ-006' is fabricated since the actual doc_id is SGH-FIN-001.",claude-sonnet-5,3479,121,0.006126,2026-07-14T19:00:31+00:00
sgh-lab-001-q040,ft-llama3.1-8b,finetuned,5,5,5,5,False,5.0,"The document explicitly states Routine FBC requires no fasting, matching the candidate's answer exactly.",claude-sonnet-5,3175,85,0.0054,2026-07-14T19:00:31+00:00
sgh-faq-003-q016,ft-llama3.1-8b,finetuned,2,2,4,5,True,2.7,"The document lists anticoagulants (warfarin, aspirin), antidiabetic agents (insulin), and 'some antihypertensive drugs' as commonly needing adjustment, but does not mention beta blockers specifically, and the answer's substitution of an unsupported specific class could mislead patients about which drugs to flag before surgery.",claude-sonnet-5,3697,157,0.006723,2026-07-14T19:00:31+00:00
sgh-ip-001-q005,ft-local-large,finetuned,1,1,1,4,False,1.3,"The document states General Wards allow max 2 visitors, Private Rooms/Suites allow up to 3, children under 12 only in Private/Suites, and says nothing about overnight visitors, whereas the answer invents a uniform two-visitor limit and a fabricated overnight rule, omitting the actual policy details.",claude-sonnet-5,3054,154,0.005736,2026-07-14T19:00:31+00:00
sgh-faq-003-q003,ft-local-small,finetuned,1,1,1,4,True,1.3,"The document states certain medications like anticoagulants, antidiabetic agents, and antihypertensives may require adjustment or temporary discontinuation before surgery under explicit instruction from the surgeon or pre-anaesthesia team, but the answer falsely states patients should not stop medications, contradicting the source and posing a potential safety risk.",claude-sonnet-5,3703,161,0.006762,2026-07-14T19:00:31+00:00
sgh-su-001-q002,prompt-gpt,prompting,2,2,3,5,False,2.5,"The document lists specific required items (NIC/passport, pre-op investigation results, medications in original packaging, insurance card and pre-authorisation letter, loose comfortable clothing), but the answer invents unlisted items like dressing gown, toiletries, cash, mobile phone, and omits the mandatory pre-authorisation letter and investigation folder copies, substituting fabricated generic hospital-packing advice not supported by the source.",claude-sonnet-5,3477,188,0.0066255,2026-07-14T19:00:31+00:00
sgh-er-001-q014,rag-gpt,rag,5,3,1,5,True,3.6,"The document explicitly states 'Fever above 39\u00b0C with altered mental state or stiff neck' as a condition requiring immediate AEC attendance, but the answer incorrectly claims this information is absent, which could delay a patient from seeking emergency care for a serious fever presentation.",claude-sonnet-5,3127,146,0.0057855,2026-07-14T19:00:31+00:00
sgh-lab-001-q051,rag-gpt,rag,5,5,5,5,False,5.0,"The answer accurately restates the document's stated hours for Radiology and Imaging (Mon-Sat 7am-8pm, Sunday 8am-2pm, emergency imaging 24 hours via on-call radiographer).",claude-sonnet-5,3262,122,0.005808,2026-07-14T19:00:31+00:00
sgh-lab-001-q028,prompt-llama3.1-8b,prompting,1,1,2,4,True,1.5,"The document only states 'no ferromagnetic implants permitted' and a duration of 45-90 minutes; the candidate invents unsupported preparation steps and a specific MRI machine model, and wrongly telling patients to arrive 30 minutes early or listing false implant/contact lens rules could mislead patients about safety-critical implant screening.",claude-sonnet-5,3405,162,0.0063225,2026-07-14T19:00:31+00:00
sgh-lab-001-q052,rag-gpt,rag,5,3,1,5,False,3.6,"The document clearly states MRI report turnaround is 24 hours, but the candidate incorrectly claims this information is not present, leaving the question unanswered.",claude-sonnet-5,3208,97,0.0055395,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,rag-gpt,rag,5,3,1,5,False,3.6,"The document explicitly lists Serology tests (Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, Widal) but the answer falsely claims this information is absent, resulting in an unanswered question despite the content being available.",claude-sonnet-5,3203,129,0.005772,2026-07-14T19:00:31+00:00
sgh-ph-001-q003,ft-local-small,finetuned,1,1,1,3,False,1.2,"The document states generic substitution occurs only when a brand is unavailable or a bioequivalent generic is more cost-effective, and only with explicit patient consent, with no mention of insurance, free medicines, or a 20% price threshold—none of which appear anywhere in the source.",claude-sonnet-5,2914,135,0.0053835,2026-07-14T19:00:31+00:00
sgh-er-001-q002,prompt-qwen3.5-9b,prompting,2,2,3,4,True,2.4,"The answer invents many conditions not in the document (stabbings, gunshot wounds, asthma attacks, burns, internal bleeding signs, ectopic pregnancy) while omitting listed ones (fever above 39°C with altered mental state or stiff neck, severe allergic reaction with facial/throat swelling, seizure) and explicitly frames its content as based on 'standard emergency protocols' rather than the document itself, risking patients trusting fabricated triage guidance.",claude-sonnet-5,3614,203,0.0069435,2026-07-14T19:00:31+00:00
sgh-su-001-q048,ft-llama3.1-8b,finetuned,2,1,2,5,False,2.0,"The document states costs cover surgeon's fee, anaesthetist's fee, theatre charges, and standard consumables, while explicitly excluding ward accommodation, but the answer omits anaesthetist's fee and consumables and wrongly claims ward accommodation is included.",claude-sonnet-5,3177,136,0.0057855,2026-07-14T19:00:31+00:00
sgh-faq-003-q014,ft-local-small,finetuned,1,1,1,5,True,1.4,"The document states the Surgical Helpline number is 0112-456-800, but the answer fabricates a different number (1800 456 237), which could delay a patient from reaching the correct helpline for urgent post-operative concerns.",claude-sonnet-5,3678,118,0.006402,2026-07-14T19:00:31+00:00
sgh-opd-001-q017,prompt-qwen3.5-9b,prompting,1,1,5,5,False,2.2,"The document states Dermatology is held Mon to Fri, 8:30am to 5:00pm, but the answer incorrectly says only Tuesdays and Fridays.",claude-sonnet-5,3263,106,0.0056895,2026-07-14T19:00:31+00:00
sgh-fin-001-q022,prompt-llama3.1-8b,prompting,1,1,3,5,False,1.8,"The document states to contact the Insurance Desk at Ext. 1200, but the answer invents a location (Block A ground floor), a wrong extension (1234), and a fabricated email address not mentioned anywhere in the source.",claude-sonnet-5,3519,119,0.006171,2026-07-14T19:00:31+00:00
sgh-fin-001-q003,ft-local-large,finetuned,1,1,2,4,False,1.5,"The document mentions a Compassionate Care Fund and a 60-day payment plan with 50% deposit for bills over LKR 100,000, but the answer invents a 12-month deferred plan and a Bank of Ceylon partner loan, neither of which appear in the source, while omitting the actual Compassionate Care Fund entirely.",claude-sonnet-5,3529,156,0.0064635,2026-07-14T19:00:31+00:00
sgh-er-001-q006,ft-local-medium,finetuned,1,1,3,5,False,1.8,"The document states the AEC Registration fee is 1,000 LKR, but the answer says LKR 100, a factual contradiction.",claude-sonnet-5,3103,89,0.005322,2026-07-14T19:00:31+00:00
sgh-pi-001-q024,prompt-gpt,prompting,3,2,3,5,False,2.9,"The document specifies 24 hours' notice is required for Arabic/Mandarin translation, but the answer vaguely says 'in advance' and suggests contacting the front desk or patient relations office rather than the correct 24-hour notice requirement and lacks specificity, making it partly unsupported and inaccurate on the checkable detail.",claude-sonnet-5,3119,155,0.005841,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,prompt-llama3.1-8b,prompting,1,1,2,5,False,1.6,"The document states Paediatrics operates Mon to Sun 8:00 am to 6:00 pm, but the answer fabricates entirely different days and hours (Mon-Fri 8:00-4:30, Sat 9:00-1:00, omitting Sunday).",claude-sonnet-5,3373,135,0.006072,2026-07-14T19:00:31+00:00
sgh-faq-003-q008,prompt-gemini,prompting,3,3,4,5,False,3.4,"The core definition matches the document, but the answer adds unsupported specifics like 'ophthalmic or general surgeries' eligibility criteria, a formal 'pre-admission assessment' framing, and directs readers to a 'Day Surgery Unit' which is not mentioned in the document (the document specifies the Surgical Helpline and Surgical Admissions Desk instead).",claude-sonnet-5,3975,171,0.007245,2026-07-14T19:00:31+00:00
sgh-su-001-q055,ft-local-medium,finetuned,1,1,1,4,False,1.3,"The document explicitly states patients should request a formal quotation from the Surgical Admissions Desk for unlisted procedures, but the answer invents an unsupported claim about the surgeon providing an estimate based on medical history.",claude-sonnet-5,3187,118,0.0056655,2026-07-14T19:00:31+00:00
sgh-su-001-q037,ft-local-large,finetuned,2,1,3,5,False,2.2,"The document states Caesarean Section typical stay is 3 to 4 days, but the answer says 3 to 5 days, which contradicts the source.",claude-sonnet-5,3142,94,0.005418,2026-07-14T19:00:31+00:00
sgh-faq-005-q017,ft-local-large,finetuned,2,2,2,5,True,2.3,"The document specifies disclosure of pacemakers, cochlear implants, or surgical clips to the radiology team (not intraocular lenses or 'radiographer' specifically), and omits the broader instruction to remove metallic items and the note that some implants may contraindicate MRI, making this an inaccurate and potentially unsafe substitution of details.",claude-sonnet-5,3595,159,0.006585,2026-07-14T19:00:31+00:00
sgh-pi-001-q008,ft-local-medium,finetuned,1,1,1,4,False,1.3,"The document states second opinions are arranged by contacting the Patient Services Desk at extension 1100, with no referral letter mentioned, yet the answer fabricates a referral-letter process not found in the source.",claude-sonnet-5,3064,112,0.005436,2026-07-14T19:00:31+00:00
sgh-er-001-q015,prompt-gemini,prompting,2,1,3,4,False,2.1,"The document only states patients should attend OPD or contact the Nurse Advice Line at Ext. 1199 for non-urgent concerns; the answer invents specific OPD hours, a GP clinic, specialist suites, locations, and a placeholder phone number not found in the source, and omits the Nurse Advice Line entirely.",claude-sonnet-5,3378,153,0.0062145,2026-07-14T19:00:31+00:00
sgh-faq-003-q014,prompt-gpt,prompting,1,1,3,5,True,1.8,"The document states the Surgical Helpline is 0112-456-800, but the answer fabricates a different number (0117 678 100), which could delay urgent post-operative care if called.",claude-sonnet-5,3724,103,0.0063585,2026-07-14T19:00:31+00:00
sgh-su-001-q051,prompt-gpt,prompting,2,1,3,4,True,2.1,"The document clearly states the pre-anaesthesia assessment is required at least two days before surgery with the Anaesthesiology team (Ext. 2210), but the answer invents a vague '1–3 days depending on urgency' range and generic instructions not found in the source, risking incorrect scheduling for a safety-relevant pre-op step.",claude-sonnet-5,3453,156,0.0063495,2026-07-14T19:00:31+00:00
sgh-lab-001-q045,prompt-qwen3.5-9b,prompting,1,1,3,4,False,1.7,"The document states patients need only present their NIC or hospital registration card, but the answer invents requirements like an original request form, passport, driver's license, and a minor's guardian/birth certificate rule not found in the source.",claude-sonnet-5,3341,113,0.005859,2026-07-14T19:00:31+00:00
sgh-lab-001-q011,ft-llama3.1-8b,finetuned,1,1,2,5,False,1.6,"The document lists Serology as Hepatitis B and C, HIV, Dengue NS1 and IgG/IgM, and Widal, but the answer invents HCV/HBV abbreviations, RPR, and syphilis (none mentioned) while omitting Dengue and Widal entirely.",claude-sonnet-5,3191,147,0.005889,2026-07-14T19:00:31+00:00
sgh-faq-002-q002,ft-local-medium,finetuned,1,1,1,4,False,1.3,"The document defines channelling as booking a specific doctor with a numbered queue slot and SMS alerts, but the answer fabricates an unrelated explanation about receptionist-directed department navigation.",claude-sonnet-5,3520,114,0.006135,2026-07-14T19:00:31+00:00
sgh-ip-001-q014,rag-gpt,rag,5,5,5,5,False,5.0,"The document explicitly lists the ICU or HDU deposit as 100,000 LKR, matching the candidate's answer exactly.",claude-sonnet-5,3070,94,0.00531,2026-07-14T19:00:31+00:00
sgh-pi-001-q037,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document states walk-in registration is at the OPD Registration Desk, Ground Floor, Block A, but the answer invents a 'Patient Registration Counter' in the main lobby, 'Nursing Station,' and department-specific registration desks not mentioned in the source.",claude-sonnet-5,3251,135,0.005889,2026-07-14T19:00:31+00:00
sgh-su-001-q047,prompt-qwen3.5-9b,prompting,3,3,5,5,False,3.6,"The document confirms Angioplasty with Stent falls under Cardiology, but the added details about 'Interventional Cardiology team,' 'Catheterization Laboratory,' and contacting the 'Cardiology Outpatient Department' or 'main switchboard' are not found in the source document and are fabricated specifics.",claude-sonnet-5,3356,155,0.0061965,2026-07-14T19:00:31+00:00
sgh-ph-001-q008,ft-local-small,finetuned,1,1,3,5,False,1.8,"The document states the Satellite Pharmacy is on Level 4, adjacent to Surgical Wards, open 6:00 am to 10:00 pm daily, but the answer fabricates a '10th floor' location and incorrect hours of '8:30 AM to 6:00 PM'.",claude-sonnet-5,2916,141,0.0054315,2026-07-14T19:00:31+00:00
sgh-er-001-q002,prompt-gemini,prompting,2,2,3,4,True,2.4,"The document lists specific conditions (chest pain, stroke signs, severe breathing difficulty, uncontrolled bleeding, loss of consciousness/seizure, severe allergic reaction, major trauma, fever above 39°C with altered mental state or stiff neck, suspected poisoning, acute severe abdominal pain), but the answer invents unlisted specifics like 'severe headache with no known cause,' 'bleeding that cannot be stopped after 10 minutes,' fractures of femur/hip, and omits documented items like severe allergic reaction with throat swelling and high fever with stiff neck, while fabricating a '10 minutes of direct pressure' bleeding threshold that could mislead someone into delaying care.",claude-sonnet-5,3586,286,0.007524,2026-07-14T19:00:31+00:00
sgh-fin-001-q020,prompt-gpt,prompting,1,1,2,5,False,1.6,"The document states pre-authorisation ordinarily takes one to three working days and lists the Insurance Desk extension as Ext. 1200, but the answer invents a '2 to 24 hours' timeframe and a fabricated phone number not found in the document.",claude-sonnet-5,3591,132,0.0063765,2026-07-14T19:00:31+00:00
sgh-ph-001-q008,rag-gpt,rag,5,5,5,5,False,5.0,"The document confirms the Satellite Pharmacy is on Level 4, adjacent to Surgical Wards, with hours 6:00 am to 10:00 pm daily, matching the candidate answer exactly.",claude-sonnet-5,2935,116,0.0052725,2026-07-14T19:00:31+00:00
sgh-faq-003-q008,rag-gpt,rag,5,5,5,5,False,5.0,"The answer directly and accurately reproduces the document's definition and details of day-case surgery, including examples and eligibility determination.",claude-sonnet-5,3801,91,0.006384,2026-07-14T19:00:31+00:00
sgh-faq-006-q015,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The document states patients must present a valid insurance card and pre-authorisation letter at admission to activate direct billing, matching the candidate answer exactly.",claude-sonnet-5,4067,95,0.006813,2026-07-14T19:00:31+00:00
sgh-ph-001-q003,rag-gpt,rag,5,5,5,5,False,5.0,The answer directly and accurately reproduces the document's Generic Substitution Policy section verbatim without adding or omitting information.,claude-sonnet-5,2969,88,0.0051135,2026-07-14T19:00:31+00:00
sgh-lab-001-q028,prompt-gemini,prompting,1,1,2,5,True,1.6,"The document states only 'no ferromagnetic implants permitted' and a scan duration of 45-90 minutes for MRI, but the answer invents extensive fabricated details (fasting requirements, creatinine report for MRI contrast, jewelry removal, pregnancy warnings) not present in the source, and notably the creatinine-before-contrast rule is actually specified for CT scans, not MRI, in the document.",claude-sonnet-5,3627,185,0.006828,2026-07-14T19:00:31+00:00
sgh-pi-001-q031,prompt-llama3.1-8b,prompting,1,1,3,4,False,1.7,"The document simply states guide dogs are permitted on hospital premises with no mention of designated areas, prior approval, an AP-001 policy, or an Access and Inclusion Officer, all of which are fabricated.",claude-sonnet-5,3114,115,0.0055335,2026-07-14T19:00:31+00:00
sgh-pi-001-q024,rag-gpt,rag,1,1,1,5,False,1.4,"The document explicitly states 'Translation support for Arabic and Mandarin may be arranged with 24 hours' notice,' but the answer falsely claims this information is absent.",claude-sonnet-5,3053,107,0.005382,2026-07-14T19:00:31+00:00
sgh-ph-001-q008,rag-llama3.1-8b,rag,4,4,5,5,False,4.3,"The location and hours match the document exactly, but the answer misquotes the document ID as SGH-PI-001 instead of SGH-PH-001, a minor unsupported detail.",claude-sonnet-5,2936,108,0.005214,2026-07-14T19:00:31+00:00
sgh-er-001-q014,ft-local-small,finetuned,2,2,3,4,True,2.4,"The document specifies fever above 39°C WITH altered mental state or stiff neck as an emergency criterion, not fever alone, and the answer omits this critical qualifier while also stating an incorrect Fahrenheit conversion (39°C = 102.2°F, not 146.8°F), which could mislead someone into seeking emergency care for fever alone or misjudging severity.",claude-sonnet-5,3107,169,0.005928,2026-07-14T19:00:31+00:00
sgh-su-001-q010,prompt-gemini,prompting,3,4,5,5,False,3.9,"The document lists 'Cholecystectomy, Laparoscopic' typical stay as 1 to 2 days, which the answer correctly states, but it adds unsupported speculation about possible same-day discharge and observation periods not mentioned in the source.",claude-sonnet-5,3297,128,0.0059055,2026-07-14T19:00:31+00:00
sgh-faq-002-q009,ft-local-medium,finetuned,2,1,2,4,False,1.9,"The document states walk-in is subject to session availability, walk-ins are seen after channelled patients, and peak-hour waits can exceed 90 minutes, none of which is reflected; the claim that patients can be seen 'at any time of day or night' is unsupported and contradicts the session-based, capacity-limited nature described.",claude-sonnet-5,3445,150,0.0062925,2026-07-14T19:00:31+00:00
sgh-fin-001-q017,ft-llama3.1-8b,finetuned,2,2,3,4,False,2.4,"The document states online payment is available via the patient portal for deposit payments and outstanding balances only, not at 'the Billing Desk (cashier)' as the answer states in its primary claim, though it does mention the patient portal as an afterthought with an inaccurate restriction ('self-billed items only').",claude-sonnet-5,3463,146,0.0062895,2026-07-14T19:00:31+00:00
